url,FileSize,NumOfOutLink,ContentType
https://www.nytimes.com/2017/10/08/business/dove-ad-racist.html,698 KB,132,text/html
https://www.nytimes.com/2018/09/01/opinion/kavanaugh-supreme-court-confirmation.html?action=click&module=RelatedLinks&pgtype=Article,433 KB,134,text/html
https://www.nytimes.com/video/opinion/100000005964224/we-reimagined-trumps-zero-tolerance-as-a-1940s-propaganda-film.html,284 KB,113,text/html
https://www.nytimes.com/2018/08/06/technology/infowars-alex-jones-apple-facebook-spotify.html?rref=collection%2Fsectioncollection%2Ftechnology&action=click&contentCollection=technology&region=stream&module=stream_unit&version=latest&contentPlacement=1&pgtype=sectionfront,584 KB,133,text/html
https://www.nytimes.com/2017/12/19/arts/television/dan-harris-abc-news-the-first-time-i-rushed-my-son-to-the-hospital.html,1024 KB,134,text/html
https://www.nytimes.com/2018/09/02/nyregion/fire-island-ferry-captain-retirement.html,634 KB,129,text/html
https://www.nytimes.com/2018/09/05/us/politics/kavanaugh-leahy-bush-disputes.html,760 KB,132,text/html
https://www.nytimes.com/by/john-herrman,113 KB,126,text/html
https://www.nytimes.com/2018/07/13/business/media/trump-cnn-london.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,677 KB,130,text/html
https://www.nytimes.com/2014/02/25/science/alan-alda-wants-to-make-science-accessible.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,666 KB,117,text/html
https://www.nytimes.com/2018/09/15/style/rose-bowl-flea-market-los-angeles.html,937 KB,137,text/html
https://www.nytimes.com/series/the-first-time-i,208 KB,111,text/html
https://www.nytimes.com/2018/07/31/us/politics/alex-jones-defamation-suit-sandy-hook.html,562 KB,131,text/html
https://www.nytimes.com/2018/07/16/business/media/trump-putin-helsinki-cnn.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,731 KB,128,text/html
https://www.nytimes.com/2017/12/27/business/smallbusiness/california-marijuana-start-ups.html,786 KB,144,text/html
https://www.nytimes.com/2017/12/26/arts/television/jenna-fischer-the-first-time-i-was-paid-to-act.html,633 KB,131,text/html
https://www.nytimes.com/2018/07/31/us/politics/alex-jones-defamation-suit-sandy-hook.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,563 KB,133,text/html
https://www.nytimes.com/2018/09/23/business/media/comcast-disney-sky.html,842 KB,129,text/html
https://www.nytimes.com/2018/07/06/business/smallbusiness/stockx-sneakerheads-luxury-goods.html,619 KB,130,text/html
https://www.nytimes.com/2017/12/19/us/politics/tax-bill-vote-republicans.html,131 KB,134,text/html
https://www.nytimes.com/2017/05/30/books/alan-alda-the-first-time-i-was-stabbed-in-the-face.html,924 KB,128,text/html
https://www.nytimes.com/interactive/2018/business/guide-manage-career.html,37 KB,27,text/html
https://www.nytimes.com/2018/09/24/business/media/brett-kavanaugh-fox-news-interview.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,625 KB,131,text/html
https://www.nytimes.com/2018/09/06/us/politics/kavanaugh-leaked-documents.html?action=click&module=Top%20Stories&pgtype=Homepage,739 KB,134,text/html
https://www.nytimes.com/2017/12/26/style/online-holiday-shopping-returns.html,691 KB,126,text/html
https://www.nytimes.com/interactive/2017/business/guide-build-a-team.html,37 KB,27,text/html
https://www.nytimes.com/2016/01/07/us/florida-professor-who-cast-doubt-on-mass-shootings-is-fired.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,544 KB,130,text/html
https://www.nytimes.com/2014/10/16/health/leukemia-patients-cell-therapy-childrens-hospital.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,370 KB,125,text/html
https://www.nytimes.com/2016/11/15/well/eat/studies-show-little-benefit-in-supplements.html,872 KB,133,text/html
https://www.nytimes.com/2018/08/17/opinion/republicans-brett-kavanaugh-senate.html?action=click&module=RelatedLinks&pgtype=Article,441 KB,140,text/html
https://www.nytimes.com/video/opinion/100000005966820/political-prisoners-read-unpublished-mandela-letters.html,274 KB,112,text/html
https://www.nytimes.com/2018/07/25/style/terrariums-twig-brooklyn.html,1024 KB,128,text/html
https://www.nytimes.com/2016/08/30/business/media/instagram-ads-marketing-kardashian.html,376 KB,120,text/html
https://www.nytimes.com/2012/12/10/health/a-breakthrough-against-leukemia-using-altered-t-cells.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,101 KB,111,text/html
https://www.nytimes.com/2018/09/06/us/politics/kavanaugh-confirmation-hearings.html?action=click&module=Top%20Stories&pgtype=Homepage,799 KB,132,text/html
https://www.nytimes.com/video/opinion/100000005966820/political-prisoners-read-unpublished-mandela-letters.html?playlistId=1194811622299,274 KB,112,text/html
https://www.nytimes.com/2018/02/08/business/smallbusiness/plus-size-fashion.html,901 KB,144,text/html
https://www.nytimes.com/2018/08/01/style/wellness-industrial-complex.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,922 KB,137,text/html
https://www.nytimes.com/2018/08/01/opinion/contributors/guns-australia-mass-shootings.html,542 KB,120,text/html
https://www.nytimes.com/by/jacey-fortin,109 KB,125,text/html
https://www.nytimes.com/video/opinion/100000005935596/donald-trumps-worst-nightmare.html?playlistId=100000005954997,100 KB,67,text/html
https://www.nytimes.com/2016/05/27/business/vitamins-join-the-clean-label-bandwagon.html,454 KB,122,text/html
https://www.nytimes.com/2017/12/27/business/economy/tax-loopholes.html,766 KB,133,text/html
https://www.nytimes.com/video/opinion/100000005943390/hurricane-maria-killed-our-loved-ones-we-want-closure.html,259 KB,113,text/html
https://www.nytimes.com/2018/09/18/us/kavanaugh-christine-blasey-ford.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,595 KB,127,text/html
https://www.nytimes.com/2018/08/18/business/vitamin-d-michael-holick.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,505 KB,132,text/html
https://www.nytimes.com/video/opinion/100000005943390/hurricane-maria-killed-our-loved-ones-we-want-closure.html?playlistId=1194811622299,259 KB,113,text/html
https://www.nytimes.com/2017/12/15/reader-center/readers-in-michigan-we-need-more-skills-not-more-jobs.html,1020 KB,128,text/html
https://www.nytimes.com/2013/03/21/health/altered-t-cell-therapy-shows-promise-for-acute-leukemia.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,92 KB,104,text/html
https://www.nytimes.com/video/opinion/100000005935596/donald-trumps-worst-nightmare.html,100 KB,67,text/html
https://www.nytimes.com/2018/09/24/us/stop-kavanaugh-walkout-sexual-assault.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,989 KB,140,text/html
https://www.nytimes.com/2018/04/03/well/older-americans-vitamins-dietary-supplements.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,689 KB,149,text/html
https://www.nytimes.com/video/opinion/100000005899858/the-rape-jokes-we-still-laugh-at.html,262 KB,113,text/html
https://www.nytimes.com/2018/07/30/style/anna-wintour-vogue-editors.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,697 KB,131,text/html
https://www.nytimes.com/2018/05/18/business/smallbusiness/marijuana-companies-federal-taxes.html,585 KB,135,text/html
https://www.nytimes.com/2016/08/30/business/media/instagram-ads-marketing-kardashian.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,376 KB,121,text/html
https://www.nytimes.com/2017/09/23/business/media/the-not-so-glossy-future-of-magazines.html,675 KB,133,text/html
https://www.nytimes.com/es/tag/pri/,105 KB,66,text/html
https://www.nytimes.com/2015/10/22/business/media/jay-z-and-timbaland-win-copyright-lawsuit-over-big-pimpin-sample.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,330 KB,120,text/html
https://www.nytimes.com/2018/09/19/opinion/kavanaugh-christine-ford-sexual-assault.html?action=click&module=Opinion&pgtype=Homepage,695 KB,131,text/html
https://www.nytimes.com/es/tag/libertad/,48 KB,35,text/html
https://www.nytimes.com/2018/02/13/fashion/levesque-triplets-models-new-york-fashion-week.html,896 KB,133,text/html
https://www.nytimes.com/2015/05/03/style/its-called-the-met-gala-but-its-definitely-anna-wintours-party.html,601 KB,141,text/html
https://www.nytimes.com/2017/10/16/technology/metoo-twitter-facebook.html,859 KB,128,text/html
https://www.nytimes.com/es/tag/1968/,38 KB,29,text/html
https://www.nytimes.com/2016/06/06/business/media/led-zeppelins-stairway-to-heaven-to-be-scrutinized-in-court-in-copyright-case.html,471 KB,132,text/html
https://www.nytimes.com/2017/10/01/business/conde-nast-si-newhouse.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,463 KB,126,text/html
https://www.nytimes.com/2017/12/20/business/smallbusiness/coffee-women.html,895 KB,138,text/html
https://www.nytimes.com/2000/07/03/world/mexico-election-overview-challenger-mexico-wins-governing-party-concedes.html,85 KB,96,text/html
https://www.nytimes.com/2017/08/30/health/gene-therapy-cancer.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,720 KB,126,text/html
https://www.nytimes.com/2015/07/05/arts/music/robin-thicke-on-blurred-lines-and-learning-from-his-mistakes.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,394 KB,116,text/html
https://www.nytimes.com/es/2018/09/30/opinion-enrique-krauze-tlatelolco-68/amp/,34 KB,37,text/html
https://www.nytimes.com/2017/09/14/fashion/cindi-leive-glamour.html,686 KB,144,text/html
https://www.nytimes.com/es/2018/04/19/octavio-paz-india/,60 KB,52,text/html
https://www.nytimes.com/2018/07/27/style/handbags-emily-blumenthal.html,686 KB,124,text/html
https://www.nytimes.com/es/tag/masacre-de-tlatelolco/,38 KB,29,text/html
https://www.nytimes.com/2016/06/01/business/media/music-world-bands-together-against-youtube-seeking-change-to-law.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,363 KB,120,text/html
https://www.nytimes.com/2018/10/01/health/nobel-prize-medicine.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,1024 KB,135,text/html
https://www.nytimes.com/es/tag/movimiento-estudiantil/,38 KB,29,text/html
https://www.nytimes.com/2017/06/13/fashion/conde-nast-closes-style-dot-com-farfetch.html,763 KB,138,text/html
https://www.nytimes.com/2018/05/08/fashion/weddings/like-a-tattoo-this-wedding-favor-is-forever.html,687 KB,130,text/html
https://www.nytimes.com/2016/04/30/business/media/whats-in-a-name-just-ask-frank-zappas-feuding-heirs.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,476 KB,132,text/html
https://www.nytimes.com/es/2018/08/08/opinion-mexico-lopez-obrador-oposicion/,63 KB,61,text/html
https://www.nytimes.com/2018/09/25/us/politics/ted-cruz-kavanaugh-protesters.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,697 KB,129,text/html
https://www.nytimes.com/1989/08/23/obituaries/diana-vreeland-editor-dies-voice-of-fashion-for-decades.html,77 KB,93,text/html
https://www.nytimes.com/2018/04/12/fashion/fashion-psychologist.html,758 KB,126,text/html
https://www.nytimes.com/es/2018/05/20/opinion-fonseca-colapso-pri-meade-mexico-elecciones/,62 KB,63,text/html
https://www.nytimes.com/2018/09/24/us/politics/brett-kavanaugh-confirmation.html?action=click&module=Top%20Stories&pgtype=Homepage,712 KB,134,text/html
https://www.nytimes.com/es/people/enrique-krauze/,74 KB,51,text/html
https://www.nytimes.com/2017/12/22/dining/cubert-portable-food-stall.html,582 KB,135,text/html
https://www.nytimes.com/video/us/politics/100000006117445/kavanaugh-senate-supreme-court-delays.html,346 KB,83,text/html
https://www.nytimes.com/2017/12/28/business/media/alphonso-app-tracking.html,820 KB,142,text/html
https://www.nytimes.com/es/tag/luis-echeverria/,41 KB,31,text/html
https://www.nytimes.com/2018/01/08/business/media/conde-nast-glamour-editor.html,572 KB,129,text/html
https://www.nytimes.com/2018/04/14/style/moving-to-canada-jk-traveling-until-2020.html,1024 KB,128,text/html
https://www.nytimes.com/2018/09/20/us/politics/brett-kavanaugh-christine-blasey.html,708 KB,128,text/html
https://www.nytimes.com/by/james-c-mckinley-jr,115 KB,126,text/html
https://www.nytimes.com/2018/10/01/opinion/contributors/mexico-1968-student-movement.html?ref=nyt-es&mcid=nyt-es&subid=article,622 KB,130,text/html
https://www.nytimes.com/2017/11/04/business/media/youtube-kids-paw-patrol.html?rref=collection%2Fbyline%2Fsapna-maheshwari&action=click&contentCollection=undefined&region=stream&module=stream_unit&version=latest&contentPlacement=35&pgtype=collection,832 KB,140,text/html
https://www.nytimes.com/2018/01/05/nyregion/new-jersey-gas-pump.html,990 KB,131,text/html
https://www.nytimes.com/by/michael-schulman,108 KB,124,text/html
https://www.nytimes.com/es/2018/07/02/eleccion-2018-amlo-lopez-obrador/,75 KB,59,text/html
https://www.nytimes.com/2018/04/03/opinion/facebook-fix-replace.html,758 KB,129,text/html
https://www.nytimes.com/video/us/politics/100000006126054/mark-judge-brett-kavanaugh.html,349 KB,83,text/html
https://www.nytimes.com/2018/01/24/magazine/is-rupauls-drag-race-the-most-radical-show-on-tv.html,131 KB,104,text/html
https://www.nytimes.com/es/tag/andres-manuel-lopez-obrador/,105 KB,67,text/html
https://www.nytimes.com/2018/07/08/business/media/martin-sorrell-wpp.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,1024 KB,136,text/html
https://www.nytimes.com/2018/05/01/opinion/sprint-t-mobile-merger.html,766 KB,129,text/html
https://www.nytimes.com/2014/05/15/fashion/michael-alig-the-former-king-of-the-club-kids-after-prison.html,398 KB,125,text/html
https://www.nytimes.com/2012/07/03/opinion/pena-nieto-wins-mexico-election.html,67 KB,93,text/html
https://www.nytimes.com/2018/09/04/us/charges-kevin-spacey-seagal-anderson.html,730 KB,131,text/html
https://www.nytimes.com/es/2018/05/27/elena-poniatowska-indomitas/,53 KB,53,text/html
https://www.nytimes.com/2018/08/04/style/face-tattoos.html,616 KB,137,text/html
https://www.nytimes.com/2017/11/22/opinion/courts-net-neutrality-fcc.html,772 KB,131,text/html
https://www.nytimes.com/2018/08/15/style/drag-festival-wigstock-lady-bunny.html,772 KB,130,text/html
https://www.nytimes.com/es/tag/democracia/,103 KB,67,text/html
https://www.nytimes.com/2018/09/22/us/politics/brock-long-fema-repay-government-vehicles.html,559 KB,127,text/html
https://www.nytimes.com/watching/titles/to-wong-foo-thanks-for-everything-julie-newmar,77 KB,24,text/html
https://www.nytimes.com/2018/08/27/opinion/capturing-their-genocide-on-their-cellphones.html,501 KB,117,text/html
https://www.nytimes.com/video/us/100000005893796/trump-greets-freed-north-korea-prisoners.html?playlistId=1194811622217,481 KB,85,text/html
https://www.nytimes.com/2017/04/20/opinion/how-to-stop-drug-price-gouging.html,626 KB,134,text/html
https://www.nytimes.com/2018/09/04/sports/usa-gymnastics-kerry-perry.html,575 KB,126,text/html
https://www.nytimes.com/2014/02/23/fashion/RuPaul-Drag-Race-television.html,405 KB,127,text/html
https://www.nytimes.com/2018/09/06/sports/nfl-week-1-tackling-rule.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,583 KB,130,text/html
https://www.nytimes.com/2018/03/22/opinion/att-time-warner-merger-antitrust.html,844 KB,132,text/html
https://www.nytimes.com/2018/07/24/world/asia/laos-dam-collapse-hundreds-missing.html,683 KB,130,text/html
https://www.nytimes.com/2008/08/29/movies/29sequ.html,79 KB,96,text/html
https://www.nytimes.com/2018/09/04/us/tropical-storm-gordon-gulf-coast.html,111 KB,116,text/html
https://www.nytimes.com/2018/09/04/sports/nike-protests-kaepernick-nfl-.html,916 KB,152,text/html
https://www.nytimes.com/video/us/politics/100000005943144/trump-on-the-north-korea-summit-and-whats-next.html?playlistId=100000005407723,343 KB,86,text/html
https://www.nytimes.com/2016/06/24/business/media/led-zeppelin-did-not-steal-stairway-to-heaven-jury-says.html,558 KB,124,text/html
https://www.nytimes.com/2018/09/09/us/amber-guyger-dallas-police-shooting.html,533 KB,126,text/html
https://www.nytimes.com/2017/10/27/opinion/twitter-first-amendment.html,601 KB,129,text/html
https://www.nytimes.com/2018/09/04/sports/nike-colin-kaepernick.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,871 KB,136,text/html
https://www.nytimes.com/video/us/politics/100000005932606/trump-says-hell-meet-kim-jong-un-after-all.html,344 KB,86,text/html
https://www.nytimes.com/2016/06/16/business/media/led-zeppelins-jimmy-page-testifies-in-stairway-to-heaven-copyright-trial.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,537 KB,123,text/html
https://www.nytimes.com/2018/09/21/us/shawn-richard-christy-arrested-trump-threat.html,466 KB,121,text/html
https://www.nytimes.com/2018/02/16/opinion/sunday/tyranny-convenience.html,853 KB,132,text/html
https://www.nytimes.com/2018/09/28/us/daniel-hambrick-andrew-delke-nashville-shooting.html,493 KB,128,text/html
https://www.nytimes.com/video/world/asia/100000005949676/president-trump-and-kim-jong-un-meet-in-singapore.html,342 KB,85,text/html
https://www.nytimes.com/2018/09/02/world/americas/national-museum-brazil-fire.html,701 KB,136,text/html
https://www.nytimes.com/2018/09/27/world/europe/french-rapper-hang-the-whites.html,508 KB,123,text/html
https://www.nytimes.com/2018/05/18/opinion/microsoft-antitrust-case.html,672 KB,120,text/html
https://www.nytimes.com/video/us/politics/100000005943144/trump-on-the-north-korea-summit-and-whats-next.html,343 KB,86,text/html
https://www.nytimes.com/2017/02/25/business/media/tv-viewers-tracking-tools.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,701 KB,133,text/html
https://www.nytimes.com/2018/09/14/us/botham-jean-dallas-shooting-amber-guyger.html,511 KB,125,text/html
https://www.nytimes.com/video/us/politics/100000005932606/trump-says-hell-meet-kim-jong-un-after-all.html?playlistId=100000005407723,344 KB,86,text/html
https://www.nytimes.com/2018/02/14/opinion/olympic-ice-hockey.html,636 KB,128,text/html
https://www.nytimes.com/2018/09/26/us/puerto-rico-tax-utilities-prepa.html,475 KB,126,text/html
https://www.nytimes.com/2018/09/09/business/les-moonves-longtime-cbs-chief-may-be-gone-by-monday.html?module=Uisil,523 KB,132,text/html
https://www.nytimes.com/2018/09/14/us/hurricane-florence.html,467 KB,124,text/html
https://www.nytimes.com/video/us/100000005893796/trump-greets-freed-north-korea-prisoners.html,481 KB,85,text/html
https://www.nytimes.com/2018/01/31/opinion/nationalize-5g-network.html,818 KB,129,text/html
https://www.nytimes.com/2018/09/26/us/politics/kiah-morris-vermont.html,527 KB,123,text/html
https://www.nytimes.com/video/arts/100000005969633/family-videos-youtube.html?action=click&module=RelatedLinks&pgtype=Article,576 KB,83,text/html
https://www.nytimes.com/2018/09/10/business/media/leslie-moonves-cbs-harassment-allegations.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,844 KB,129,text/html
https://www.nytimes.com/2018/09/07/us/dallas-police-shooting-botham-shem-jean.html,506 KB,127,text/html
https://www.nytimes.com/2017/11/09/opinion/att-time-warner-merger-fcc.html,668 KB,132,text/html
https://www.nytimes.com/2018/01/08/fashion/the-golden-globes-black-carpet-fashion-review.html,1024 KB,135,text/html
https://www.nytimes.com/2018/09/10/us/dallas-police-shooting-guyger-jean.html,545 KB,131,text/html
https://www.nytimes.com/2018/03/04/technology/fake-videos-deepfakes.html,991 KB,142,text/html
https://www.nytimes.com/2018/09/06/style/placenta-eating-postpartum-placentophagy.html,1024 KB,137,text/html
https://www.nytimes.com/2017/03/03/opinion/sunday/how-donald-trump-wins-by-losing.html,798 KB,131,text/html
https://www.nytimes.com/2018/01/24/arts/can-hollywood-fix-its-harassment-problem-while-celebrating-itself.html,713 KB,153,text/html
https://www.nytimes.com/2018/08/21/technology/personaltech/signal-encrypt-emails-texts.html,781 KB,144,text/html
https://www.nytimes.com/2018/09/13/style/abortion-story.html,811 KB,129,text/html
https://www.nytimes.com/2017/04/28/opinion/the-fix-for-net-neutrality-that-consumers-dont-need.html,814 KB,136,text/html
https://www.nytimes.com/2018/05/12/movies/cannes-women-protest.html,540 KB,124,text/html
https://www.nytimes.com/2018/08/01/arts/cameo-nikki-blonsky-now-you-can-just-pay-celebrities-to-say-stuff.html,806 KB,155,text/html
https://www.nytimes.com/2018/09/05/smarter-living/what-to-do-phone-tablet-wont-charge.html,528 KB,120,text/html
https://www.nytimes.com/spotlight/self-care-beauty,110 KB,124,text/html
https://www.nytimes.com/2017/07/15/opinion/sunday/please-prove-youre-not-a-robot.html,835 KB,132,text/html
https://www.nytimes.com/video/arts/100000006020764/online-proposal-videos.html?action=click&module=RelatedLinks&pgtype=Article,574 KB,83,text/html
https://www.nytimes.com/2018/08/30/sports/colin-kaepernick-collusion-case-nfl.html,576 KB,128,text/html
https://www.nytimes.com/2018/07/06/style/how-to-submit-a-rites-of-passage-essay.html,542 KB,125,text/html
https://www.nytimes.com/2018/09/05/technology/personaltech/tech-sleep-bose-sleepbuds.html,1024 KB,137,text/html
https://www.nytimes.com/2017/12/18/opinion/bitcoin-boom-technology-trust.html,762 KB,133,text/html
https://www.nytimes.com/2018/05/03/opinion/fake-news-mexico-election.html,694 KB,138,text/html
https://www.nytimes.com/2017/02/08/sports/basketball/stephen-curry-under-armour-donald-trump-warriors.html,637 KB,126,text/html
https://www.nytimes.com/2018/09/15/style/how-i-dressed-to-heal-my-heartbreak.html,690 KB,124,text/html
https://www.nytimes.com/2016/12/02/opinion/sunday/mother-nature-is-brought-to-you-by.html,739 KB,136,text/html
https://www.nytimes.com/2018/08/21/smarter-living/work-desk-improvements-office.html,745 KB,147,text/html
https://www.nytimes.com/2018/04/11/opinion/american-guns-mexico.html,642 KB,137,text/html
https://www.nytimes.com/2017/05/01/fashion/rei-kawakubos-commes-de-garcons.html,903 KB,138,text/html
https://www.nytimes.com/2018/06/13/business/media/comcast-fox-disney-bidding-war.html,638 KB,130,text/html
https://www.nytimes.com/2017/04/19/world/americas/in-mexico-mounting-misdeeds-but-governors-escape-justice.html,628 KB,130,text/html
https://www.nytimes.com/2018/01/10/business/media/a-feminist-twitter-campaign-targets-harpers-magazine-and-katie-roiphe.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,583 KB,131,text/html
https://www.nytimes.com/2018/08/30/technology/bias-google-trump.html,979 KB,142,text/html
https://www.nytimes.com/2016/06/20/business/media/tribune-publishings-new-name-tronc-puzzles-marketing-experts.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,534 KB,117,text/html
https://www.nytimes.com/2018/07/27/business/media/disney-fox-merger-vote.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,994 KB,145,text/html
https://www.nytimes.com/es/2018/02/20/tirania-practicidad-monopolio/,64 KB,46,text/html
https://www.nytimes.com/2018/07/10/opinion/victory-mexican-democracy.html,767 KB,136,text/html
https://www.nytimes.com/2018/03/07/business/media/diet-madison-avenue-instagram.html,641 KB,134,text/html
https://www.nytimes.com/2018/08/17/business/economy/iowa-trade-midterms.html,670 KB,128,text/html
https://www.nytimes.com/by/sam-dillon,96 KB,107,text/html
https://www.nytimes.com/column/ioan-grillo,223 KB,113,text/html
https://www.nytimes.com/2018/09/23/business/media/comcast-disney-sky.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,843 KB,131,text/html
https://www.nytimes.com/2018/02/03/business/media/media-men-list.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,895 KB,151,text/html
https://www.nytimes.com/2018/09/19/us/politics/trump-china-trade-war.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,554 KB,128,text/html
https://www.nytimes.com/2018/07/18/world/asia/thai-cave-boys-released-hospital.html,661 KB,129,text/html
https://www.nytimes.com/2018/07/11/world/asia/thailand-cave-rescue-hospital.html,816 KB,130,text/html
https://www.nytimes.com/2018/09/22/business/dealbook/comcast-beats-fox-for-control-of-british-broadcaster-sky.html,545 KB,129,text/html
https://www.nytimes.com/2018/03/07/business/media/diet-madison-avenue-instagram.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,639 KB,135,text/html
https://www.nytimes.com/2018/09/26/world/asia/trump-china-election.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,728 KB,130,text/html
https://www.nytimes.com/2018/07/09/opinion/brett-kavanaugh-supreme-court-trump.html,437 KB,117,text/html
https://www.nytimes.com/2017/06/19/opinion/was-lenin-a-german-agent.html,610 KB,125,text/html
https://www.nytimes.com/video/opinion/100000005964224/we-reimagined-trumps-zero-tolerance-as-a-1940s-propaganda-film.html?playlistId=1194811622299,284 KB,113,text/html
https://www.nytimes.com/2018/07/08/world/asia/thailand-cave-rescue-live-updates.html,931 KB,160,text/html
https://www.nytimes.com/interactive/2017/12/20/arts/music/ed-sheeran-shape-of-you.html,65 KB,39,text/html
https://www.nytimes.com/video/opinion/100000005935591/trump-and-putin-a-love-story.html?playlistId=100000005954997,100 KB,67,text/html
https://www.nytimes.com/video/us/politics/100000006027375/women-politics-harassment.html,456 KB,84,text/html
https://www.nytimes.com/2018/03/22/us/politics/hr-mcmaster-trump-bolton.html,768 KB,140,text/html
https://www.nytimes.com/topic/person/chiang-kaishek,119 KB,126,text/html
https://www.nytimes.com/2018/06/25/us/politics/supreme-court-american-express-fees.html,873 KB,125,text/html
https://www.nytimes.com/video/opinion/100000005935590/donald-trumps-big-fat-oval-office.html?playlistId=100000005954997,101 KB,67,text/html
https://www.nytimes.com/by/tim-weiner,106 KB,116,text/html
https://www.nytimes.com/2018/06/17/world/americas/colombia-election-ivan-duque.html,596 KB,129,text/html
https://www.nytimes.com/video/opinion/100000005950705/trump-made-kim-a-movie-trailer-we-made-it-better.html?playlistId=1194811622299,281 KB,113,text/html
https://www.nytimes.com/2018/08/14/us/politics/primary-results-minnesota-wisconsin.html,722 KB,138,text/html
https://www.nytimes.com/2018/07/15/us/politics/guccifer-russia-mueller.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,751 KB,136,text/html
https://www.nytimes.com/2016/10/29/technology/5-vine-stars-share-why-they-loved-and-outgrew-platform.html,370 KB,125,text/html
https://www.nytimes.com/video/opinion/100000005935590/donald-trumps-big-fat-oval-office.html,101 KB,67,text/html
https://www.nytimes.com/2018/06/03/world/americas/mexico-election-trump.html,596 KB,133,text/html
https://www.nytimes.com/video/us/politics/100000006056305/primary-wins-historic-firsts-diversity.html,452 KB,84,text/html
https://www.nytimes.com/video/arts/music/100000005858557/watch-how-a-pop-hit-is-made.html,334 KB,68,text/html
https://www.nytimes.com/2018/02/18/world/europe/russia-troll-factory.html,810 KB,140,text/html
https://www.nytimes.com/2017/07/20/arts/who-is-jake-paul.html,668 KB,139,text/html
https://www.nytimes.com/2017/03/26/business/media/breitbart-advertising-blacklist.html,597 KB,139,text/html
https://www.nytimes.com/2018/05/10/smarter-living/the-case-for-hobbies-ideas.html,477 KB,139,text/html
https://www.nytimes.com/2018/08/16/nyregion/cuomo-trump-nixon-election.html,728 KB,136,text/html
https://www.nytimes.com/2018/01/02/business/media/logan-paul-youtube.html,678 KB,135,text/html
https://www.nytimes.com/2017/05/28/technology/hackers-hide-cyberattacks-in-social-media-posts.html,741 KB,136,text/html
https://www.nytimes.com/video/nyregion/100000006058272/cuomo-cynthia-nixon-trump.html,451 KB,84,text/html
https://www.nytimes.com/guides/year-of-living-better/how-to-be-creative,202 KB,40,text/html
https://www.nytimes.com/2011/12/09/world/europe/putin-accuses-clinton-of-instigating-russian-protests.html,103 KB,110,text/html
https://www.nytimes.com/2017/12/30/business/hollywood-apartment-social-media.html,936 KB,154,text/html
https://www.nytimes.com/video/us/politics/100000006077081/gillum-democrat-florida-governor.html,451 KB,84,text/html
https://www.nytimes.com/2018/07/17/world/europe/trump-putin-summit.html,809 KB,132,text/html
https://www.nytimes.com/interactive/2018/09/20/us/politics/russia-trump-election-timeline.html,386 KB,69,text/html
https://www.nytimes.com/guides/smarterliving/how-to-start-exercising,242 KB,60,text/html
https://www.nytimes.com/2018/05/15/insider/op-ed-editor-by-day-whiskey-connoisseur-by-night.html,620 KB,123,text/html
https://www.nytimes.com/2018/08/28/us/politics/andrew-gillum-florida.html,676 KB,126,text/html
